species,disease,symptoms,urgency,contagious,source
Bird,Vitamin A Deficiency,"white_spots, weight_loss, nasal_discharge, discharge, wheezing, sneezing, scabs, loss_of_appetite, diarrhea, gagging, foul_odor_from_the_mouth, slimy_coating_in_the_mouth, tail_bobbing, dull, restlessness, depression, potential_internal_organ_disorders_affecting_reproductive_digestive",high,no,overhaul_detailed
Bird,Calcium Deficiency,"tremors, weakness, difficulty_walking, abnormal, seizures, loss_of_appetite, weight_loss",emergency,no,overhaul_detailed
Bird,Iodine Deficiency/Goiter,"lumps, loud_harsh, wheezing, limping, difficulty_swallowing, loss_of_appetite, reluctance_to_move, sudden_irritability",medium,no,overhaul_detailed
Cat,Obesity,"difficulty_jumping, loss_of_waistline, dirty, _messy, _unkempt_hair_coat, collar_keeps_getting_tighter",medium,no,overhaul_detailed
Bird,Chronic Egg Laying,"frequent_urination, weakness, loss_of_appetite, difficulty_eating, distended_abdomen, seizures, abnormal, straining_to_urinate, aggression, vomiting, feather_loss, loss_of_coordination",high,no,overhaul_detailed
Bird,Avian Polyomavirus,"sudden_death_in_young_birds, lethargy, distended_abdomen, crop_stasis, feather_loss, bruising, lumps, bleeding, difficulty_eating, loss_of_appetite, delayed_fledging",high,yes,overhaul_detailed
Bird,Lice and Mite,"scratching, feather_loss, restlessness, scabs, difficulty_breathing, pale_gums, weakness, tiny_crawling_insects, reduced_egg_production",medium,yes,overhaul_detailed
Fish,Diarrhea,"urgency:_emergency, contagious:_no, disease:_cystitis, species:_cat, status:_[_]_missing, primary_sources_:, 1._source:_petmd, symptoms_extracted:",emergency,no,overhaul_detailed
Rabbit,Bloat/Gastric Dilation,"weakness, loss_of_appetite, depression, irregular_heart_rate, low_blood_pressure, abdominal_pain, bloating",emergency,no,overhaul_detailed
Rabbit,Enteritis,"mucus, soiled_hindquarters, bloating, teeth_grinding, loss_of_appetite, weight_loss, dehydration, restlessness, dull, low_body_temperature, intestinal_blockage",emergency,no,overhaul_detailed
Rabbit,Coccidiosis,"diarrhea, lethargy, weakness, loss_of_appetite, weight_loss, dehydration",emergency,yes,overhaul_detailed
Rabbit,Hepatic Coccidiosis (Liver Coccidiosis),"loss_of_appetite, dull, lumps, lethargy, sudden_death",high,yes,overhaul_detailed
Rabbit,Intestinal Coccidiosis,"diarrhea, loss_of_appetite, weight_loss, lethargy, dehydration",high,yes,overhaul_detailed
Rabbit,Ear Mite Infestation (Psoroptes cuniculi),"scratching, scabs, head_tilt, weight_loss",medium,yes,overhaul_detailed
Rabbit,Fur Mite Infestation (Cheyletiella parasitovorax),"white_spots, itching, hair_loss, dry",medium,yes,overhaul_detailed
Rabbit,Sarcoptic Mange (Sarcoptes scabiei or Notoedres cati),"scratching, scabs, hair_loss, skin_thickening",high,yes,overhaul_detailed
Rabbit,Flea Infestation (Ctenocephalides spp.),"scratching, tiny_dark_specks, fleas_jumping_on_fur, pale_gums, restlessness",medium,yes,overhaul_detailed
Rabbit,Encephalitozoonosis (Encephalitozoon cuniculi),"head_tilt, incoordination, seizures, increased_thirst, weight_loss, cloudy_eyes",high,yes,overhaul_detailed
Rabbit,Tooth root abscesses,"diarrhea, overgrown_beak, swelling, loss_of_appetite, weight_loss, eye_discharge, nasal_discharge, lethargy, hunched_posture, hiding",medium,no,overhaul_detailed
Rabbit,Overgrown Incisors,"overgrown_beak, drooling, grinding_teeth, nasal_discharge, loss_of_appetite, increased_thirst, weight_loss, eye_discharge, uneven_face_shape, lethargy, lameness",high,no,overhaul_detailed
Rabbit,Rabbit Hemorrhagic Disease Virus,"sudden_death_without_warning, bleeding_from_the_nose_mouth_rectum, fever, difficulty_breathing, incoordination, weakness, loss_of_appetite, pale_gums, weight_loss",emergency,yes,overhaul_detailed
Rabbit,Urinary Tract Infection,"urinary_incontinence, blood_in_urine, urinating_outside_litter_box, lethargy, loss_of_appetite, urine_scalding, itching, hunched_posture, teeth_grinding, hiding, reacting_with_discomfort_when_the_lower_abdomen_is_touched, darker",medium,no,overhaul_detailed
Rabbit,Bladder Stones,"blood_in_urine, straining_to_urinate, but_small_urine_output, distended_abdomen, lethargy, loss_of_appetite",emergency,no,overhaul_detailed
Rabbit,Bladder Sludge,"straining, darker, sandy, thick_sludgy_urine_consistency, urine_dribbling_down_the_inner_thighs, matted, red_irritated, straining_to_urinate, lethargy",medium,no,overhaul_detailed
Turtle,Abscesses,"hard, swelling, lumps, red_skin, pain_when_area_is_touched",high,no,overhaul_detailed
Fish,Velvet Disease,"fine_dust, lethargy, weight_loss, spending_excessive_time_near_the_surface_of_the_water, labored_breathing, pale_gums",high,yes,overhaul_detailed
Fish,Anchor Worms,"skin_lesions, thread, fish_rubbing, swelling",high,yes,overhaul_detailed
Fish,Fish Lice and Leech,"small_droppings, scratching_against_objects, limping, loss_of_appetite, lethargy, pale_gums, hiding",medium,yes,overhaul_detailed
Fish,Fish Tuberculosis,"sunken, enlarged, lethargy, weakness, loss_of_appetite, weight_loss, skin_lesions, beak_deformity, loss_of_balance, lumps, signs_of_organ_failure_in_advanced_stages",high,yes,overhaul_detailed
Fish,(Hemorrhagic Septicemia / Ulcerative Syndromes),"red_skin, ulcers, lethargy, loss_of_appetite, abnormal_swimming",high,yes,overhaul_detailed
Fish,"Gram-positive Bacterial Infections (Streptococcus, Lactococcus, Enterococcus, Vagococcus)","neurologic_symptoms_spinning_spiraling, red_skin, stomatitis, lethargy, high_mortality_in_severe_outbreaks",high,yes,overhaul_detailed
Fish,Cotton wool disease,"pale_raised_fluffy, pale_gums, lethargy, difficulty_standing, loss_of_appetite",high,yes,overhaul_detailed
Fish,Ammonia Poisoning,"gasping_at_surface, red_gums, lethargy, loss_of_appetite, rapid_breathing",emergency,no,overhaul_detailed
Fish,Nitrate Poisoning,"lethargy, loss_of_appetite, redness, rapid, sudden_death_in_severe",high,no,overhaul_detailed
Fish,pH shock,"difficulty_breathing, erratic_swimming_darting, lethargy, loss_of_appetite, faded_coloration_stress_stripes, clamped_fins, mucus, sudden_death_following_abrupt_water_changes",emergency,no,overhaul_detailed
Fish,Cold Water Shock,"lethargy, clamped_fins, difficulty_breathing, loss_of_appetite, disruption_of_schooling_behavior_in_species_that_normally_swim_in_groups, faded, slowed_metabolism_affecting_digestion_and_immune_response, increased_susceptibility_to_secondary_infections, labored_breathing, sudden_death_in_extreme_cases",emergency,no,overhaul_detailed
Fish,Heat Shock,"fainting, loss_of_appetite, difficulty_breathing, disruption_of_schooling_behavior_in_species_that_normally_swim_in_groups, lethargy, clamped_fins, faded, labored_breathing, white_spots, potential_organ_damage_with_prolonged_exposure, sudden_death_in_severe_cases",emergency,no,overhaul_detailed
Fish,Koi herpes virus,"limping, fish_congregating_near_oxygen, mucous_production_from_gills, distended_abdomen, gill_necrosis, skin_lesions, red_skin, pale_patches_on_the_body, coughing, sandpaper_texture_of_the_skin, frequent_urination, loss_of_appetite, lethargy, sunken, ear_scratching, hanging_with_head",emergency,yes,overhaul_detailed
Hamster,Protozoal Infection,"diarrhea, loss_of_appetite, dehydration, lethargy, weight_loss, occasionally_sudden_death_in_severe_cases",medium,yes,overhaul_detailed
Hamster,Pinworm Infection,"diarrhea, anal_irritation, presence_of_worms_in_feces, weight_loss, rarely_intestinal_blockage, lethargy",medium,yes,overhaul_detailed
Hamster,Tapeworm Infection,"usually_no_signs_in_mild_cases, diarrhea, weight_loss, eye_inflammation, enlarged_lymph_nodes, decreased_activity",medium,yes,overhaul_detailed
Hamster,Diabetes Mellitus,"increased_thirst, frequent_urination, increased_appetite, weight_loss, irritability, weakness, dehydration",medium,no,overhaul_detailed
Hamster,Malocclusion (Dental Overgrowth),"overgrown_beak, weight_loss, drooling, pawing_at_mouth, loss_of_appetite, oral_discomfort, lumps",high,no,overhaul_detailed
Hamster,Heatstroke,"protruding, reddened_swollen, hair_loss, collapse, nosebleeds, sneezing, restlessness",emergency,no,overhaul_detailed
Hamster,Hair Loss (Alopecia),"weight_loss, hair_loss, lumps, scabs, dandruff, lethargy",medium,no,overhaul_detailed
Turtle,Pyramiding,"lumps, distorted_skull_shape_as_it_develops, improper_positioning_of_upper_and_lower_beaks_when_jaw_is_closed, abnormal_wear_patterns_on_the_beaks, difficulty_eating, deformity_of_jaw_structure, progressive_worsening_requiring_repeated_beak_trimming",medium,no,overhaul_detailed
Turtle,Soft Shell Disease (Metabolic Bone Disease),"distended_abdomen, diarrhea, loss_of_appetite, weakness, fractures_of_the_spine, cloacal_prolapse, muscle_spasms",high,no,overhaul_detailed
Turtle,Shell Injuries/Trauma,"cracks, skin_lesions, exposed_tissue_underneath_damaged_shell, itching, scutes_sloughing_off, discharge, redness",high,no,overhaul_detailed
Turtle,Hypovitaminosis D (Vitamin D3 Deficiency),"distorted_skull_development, lumps, diarrhea, weakness, swollen_eyes, fractures_occurring_easily, loss_of_appetite",high,no,overhaul_detailed
Turtle,"Internal Parasites (Roundworms, Tapeworms, Protozoa)","weight_loss, vomiting, mucus, worms_in_feces, lethargy, loss_of_appetite, swelling",medium,yes,overhaul_detailed
Turtle,"External Parasites (Mites, Ticks, Leeches, Botflies)","parasites_on_skin_around_eyes, time_spent_soaking_in_water, collapse, abnormal_head_posture, lethargy, lumps, pale_gums",medium,yes,overhaul_detailed
Turtle,Thermal Burns,"fluid, redness, damaged, raw, pustules_that_may_rupture, swelling, reluctance_to_move",high,no,overhaul_detailed
Turtle,Drowning/Hypothermia,"lethargy, inability_to_groom, cold_to_the_touch, floating_abnormally, difficulty_breathing, loss_of_coordination, seizures",emergency,no,overhaul_detailed
